months,multiple,gb_mon,security,backup,protection,support,unlimited,contract,paperless,monthly,satisfaction,churn_value,payment_Credit Card,payment_Mailed Check,internet_type_DSL,internet_type_Fiber Optic,internet_type_None,offer_Offer A,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E
0.0,1,0.2705882352941176,0,0,0,1,1,0.0,1,0.6194029850746269,0.5,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.0941176470588235,0,0,1,1,1,0.0,0,0.8611940298507462,0.0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0.2705882352941176,0,0,0,0,1,0.0,0,0.5706467661691541,0.0,1,0,0,0,1,0,0,0,0,1,0
0.5,1,0.611764705882353,0,0,1,0,0,0.0,1,0.8139303482587064,0.5,1,0,0,0,1,0,0,0,1,0,0
0.0,1,0.3529411764705882,0,0,0,0,1,0.0,1,0.664179104477612,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.1294117647058823,0,0,0,0,1,0.0,1,0.6746268656716418,0.5,1,0,0,0,1,0,0,0,0,1,0
0.0,0,0.2,1,0,0,1,1,0.0,1,0.2716417910447761,0.5,1,1,0,1,0,0,0,0,0,1,0
0.5,0,0.2235294117647058,0,1,0,0,1,0.0,1,0.6771144278606964,0.0,1,1,0,0,1,0,0,0,1,0,0
0.5,1,0.2470588235294117,0,1,0,0,1,0.0,1,0.617910447761194,0.0,1,0,0,0,1,0,0,0,1,0,0
0.5,1,0.2,0,0,1,0,1,0.0,1,0.8159203980099502,0.5,1,0,0,0,1,0,0,0,1,0,0
0.75,1,0.0823529411764705,0,1,0,0,0,0.5,0,0.8164179104477611,0.25,1,1,0,0,1,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0074626865671641,0.0,1,1,0,0,0,1,0,0,0,1,0
0.0,0,0.6,1,0,0,0,1,0.0,0,0.5676616915422885,0.0,1,0,1,0,1,0,0,0,0,0,0
0.0,1,0.3529411764705882,1,0,1,1,1,0.0,1,0.4318407960199004,0.0,1,0,1,1,0,0,0,0,0,1,0
0.0,0,0.1058823529411764,0,1,0,0,0,0.0,1,0.1164179104477611,0.25,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.8117647058823529,1,1,1,1,1,0.0,0,0.4651741293532337,0.0,1,0,1,0,0,0,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.0,0,0.017412935323383,0.5,1,0,0,0,0,1,0,0,0,0,1
1.0,1,0.3058823529411765,0,1,1,0,1,0.0,1,0.8681592039800995,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.9647058823529412,0,0,0,0,0,0.0,1,0.6666666666666666,0.5,1,0,0,0,1,0,0,0,0,1,0
0.5,0,0.2352941176470588,0,0,0,0,1,0.0,0,0.3771144278606965,0.25,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,1,0.7094527363184079,0.25,1,0,0,0,0,0,0,0,0,0,1
0.0,0,0.1529411764705882,0,0,0,0,1,0.0,1,0.2731343283582089,0.5,1,0,1,1,0,0,0,0,0,0,1
0.0,0,0.3529411764705882,0,0,0,0,1,0.0,1,0.5104477611940298,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.5529411764705883,0,0,1,0,0,0.0,1,0.5606965174129352,0.5,1,0,1,0,1,0,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.5,0,0.0159203980099502,0.5,1,0,1,0,0,1,0,0,0,0,1
0.0,0,0.188235294117647,0,0,0,0,1,0.0,1,0.0597014925373134,0.25,1,0,1,0,0,0,0,0,0,0,1
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,0,0.5114427860696518,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.3176470588235294,0,0,0,0,1,0.0,0,0.2726368159203979,0.0,1,0,1,1,0,0,0,0,0,0,0
0.0,1,0.6823529411764706,0,0,0,0,1,0.0,1,0.5651741293532337,0.25,1,0,1,0,1,0,0,0,0,0,1
0.0,0,0.8941176470588235,0,0,0,0,1,0.0,1,0.163681592039801,0.0,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.0352941176470588,0,0,0,0,1,0.0,0,0.6144278606965173,0.0,1,0,0,0,0,0,0,0,0,0,1
0.0,1,0.1176470588235294,0,0,0,0,1,0.0,1,0.5656716417910447,0.5,1,1,0,0,1,0,0,0,0,0,1
0.0,0,0.6,0,0,1,0,1,0.0,1,0.317412935323383,0.0,1,0,0,0,0,0,0,0,0,0,0
0.25,0,0.1411764705882353,1,1,0,0,1,0.0,1,0.6129353233830845,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0129353233830845,0.25,1,0,1,0,0,1,0,0,0,0,0
0.0,1,0.3529411764705882,0,0,0,0,1,0.0,1,0.6736318407960199,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.6941176470588235,0,0,0,0,1,0.0,1,0.2696517412935323,0.5,1,0,0,1,0,0,0,0,0,0,0
0.75,1,0.6,0,0,1,1,1,0.0,1,0.6865671641791045,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.1529411764705882,1,0,0,0,1,0.0,0,0.7990049751243781,0.0,1,0,0,0,1,0,0,0,0,1,0
0.0,0,0.1529411764705882,0,1,0,0,1,0.0,1,0.673134328358209,0.5,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.0235294117647058,0,0,0,0,1,0.0,0,0.7064676616915423,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1294117647058823,0,0,0,0,1,0.0,1,0.517910447761194,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.1764705882352941,0,0,0,0,1,0.0,1,0.7472636815920397,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0164179104477611,0.25,1,0,1,0,0,1,0,0,0,0,0
0.0,0,0.3176470588235294,1,0,1,0,1,0.0,1,0.7029850746268657,0.0,1,0,1,0,0,0,0,0,0,0,0
0.5,0,0.4823529411764706,0,0,1,0,0,0.5,1,0.771641791044776,0.25,1,0,0,0,1,0,0,0,1,0,0
0.0,1,0.1647058823529411,0,1,0,0,1,0.0,1,0.6343283582089552,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1058823529411764,0,0,0,0,1,0.0,0,0.2696517412935323,0.0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2705882352941176,0,0,0,1,1,0.0,1,0.3378109452736318,0.0,1,0,0,1,0,0,0,0,0,0,0
1.0,1,0.1058823529411764,0,0,1,0,1,0.5,1,0.7810945273631841,0.25,1,0,0,0,1,0,0,1,0,0,0
0.0,1,0.3529411764705882,0,0,0,1,0,0.0,1,0.7985074626865671,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3176470588235294,0,1,0,0,1,0.0,1,0.6676616915422885,0.5,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.0470588235294117,0,1,0,0,1,0.0,1,0.8263681592039801,0.0,1,0,0,0,0,0,0,1,0,0,0
0.0,0,0.5647058823529412,0,0,0,0,1,0.0,1,0.5104477611940298,0.25,1,0,0,0,1,0,0,0,0,0,1
1.0,1,0.5529411764705883,0,1,1,0,1,0.5,1,0.845771144278607,0.0,1,0,0,0,1,0,0,1,0,0,0
1.0,1,0.4941176470588235,1,0,0,1,1,1.0,1,0.8532338308457711,0.0,1,1,0,0,1,0,1,0,0,0,0
0.0,0,0.3176470588235294,0,0,1,0,1,0.0,1,0.6761194029850747,0.5,1,0,1,0,1,0,0,0,0,0,1
0.25,1,0.6941176470588235,0,1,1,1,0,0.0,1,0.9248756218905472,0.5,1,0,0,0,1,0,0,0,0,0,0
0.25,0,0.2941176470588235,0,1,1,0,1,0.0,1,0.708457711442786,0.5,1,1,0,0,1,0,0,0,0,0,0
1.0,0,0.611764705882353,0,1,1,0,1,0.5,0,0.7233830845771144,0.5,1,0,0,0,1,0,0,1,0,0,0
0.75,1,0.1647058823529411,1,1,0,1,1,0.5,0,0.8985074626865671,0.25,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,0,0.2601990049751243,0.0,1,0,1,1,0,0,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.5,0,0.0154228855721393,0.5,1,0,0,0,0,1,0,0,0,0,0
0.0,0,0.6235294117647059,0,0,0,0,1,0.0,1,0.7129353233830846,0.0,1,0,0,0,1,0,0,0,0,0,1
1.0,1,0.1764705882352941,0,0,1,0,1,0.5,1,0.8149253731343283,0.5,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.3176470588235294,0,1,0,0,1,0.0,0,0.3238805970149253,0.0,1,0,0,1,0,0,0,0,0,0,1
0.0,0,0.3411764705882353,0,1,0,0,1,0.0,1,0.7646766169154228,0.0,1,0,0,0,0,0,0,0,0,0,1
0.25,1,0.188235294117647,0,0,0,0,0,0.0,1,0.7601990049751244,0.25,1,1,0,0,1,0,0,0,0,0,0
0.0,0,0.0235294117647058,0,0,1,1,1,0.0,1,0.6203980099502486,0.5,1,0,1,0,1,0,0,0,0,0,1
1.0,1,0.611764705882353,0,0,0,0,1,0.5,0,0.6696517412935323,0.5,1,0,0,0,1,0,0,1,0,0,0
1.0,0,0.0588235294117647,0,1,0,0,1,0.0,1,0.3238805970149253,0.25,1,0,0,0,0,0,0,1,0,0,0
0.0,0,0.0823529411764705,1,0,1,1,1,0.0,0,0.8641791044776118,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0705882352941176,1,1,1,1,1,0.0,1,0.9139303482587064,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2823529411764706,0,0,1,0,1,0.0,0,0.6532338308457711,0.0,1,0,0,0,1,0,0,0,0,0,0
1.0,1,0.188235294117647,1,1,1,0,0,0.0,1,0.8189054726368158,0.25,1,0,0,0,1,0,0,1,0,0,0
0.75,1,0.1647058823529411,0,1,1,0,1,0.0,1,0.8517412935323382,0.25,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,0,0.06318407960199,0.25,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.2705882352941176,1,0,0,1,1,0.0,1,0.8024875621890547,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.9647058823529412,0,0,1,0,1,0.0,0,0.7965174129353233,0.25,1,1,0,0,1,0,0,0,0,0,0
0.25,0,0.1529411764705882,1,0,0,0,1,0.0,0,0.7522388059701491,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0470588235294117,0,1,1,0,1,0.0,1,0.6258706467661692,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.3176470588235294,1,0,0,0,1,0.0,1,0.6049751243781094,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.2823529411764706,0,0,0,0,1,0.0,0,0.5587064676616916,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.8588235294117647,0,0,0,0,1,0.0,0,0.2631840796019901,0.5,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.2,0,0,0,0,1,0.0,1,0.2731343283582089,0.5,1,0,1,1,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0099502487562188,0.5,1,0,0,0,0,1,0,0,0,0,0
0.0,1,0.3294117647058823,0,0,0,0,1,0.0,1,0.7736318407960199,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.6,0,0,0,0,0,0.0,0,0.7194029850746269,0.25,1,0,0,0,1,0,0,0,0,0,1
1.0,1,0.6235294117647059,1,0,1,1,1,1.0,1,0.8935323383084576,0.0,1,0,0,0,1,0,1,0,0,0,0
0.0,0,0.3294117647058823,0,0,0,0,1,0.0,1,0.5139303482587065,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.2117647058823529,0,0,0,0,1,0.0,1,0.6800995024875621,0.5,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.4823529411764706,0,1,0,1,0,0.0,0,0.6671641791044776,0.25,1,1,0,0,1,0,0,0,1,0,0
0.5,0,0.2470588235294117,0,0,0,0,1,0.0,1,0.5149253731343283,0.25,1,1,0,0,1,0,0,0,1,0,0
0.0,0,0.1764705882352941,0,0,1,0,1,0.0,1,0.7671641791044775,0.25,1,0,0,0,1,0,0,0,0,0,1
0.25,1,0.2235294117647058,0,0,0,1,1,0.0,1,0.7149253731343282,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.4588235294117647,0,0,0,0,1,0.0,0,0.5044776119402985,0.0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.3058823529411765,1,0,0,0,0,0.0,1,0.8089552238805969,0.0,1,1,0,0,1,0,0,0,1,0,0
0.25,0,0.2588235294117647,0,0,1,0,1,0.0,0,0.390049751243781,0.0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.3058823529411765,0,0,0,0,1,0.5,0,0.3522388059701492,0.0,1,1,0,1,0,0,0,0,0,0,0
0.25,1,0.3058823529411765,0,0,0,0,1,0.0,1,0.6517412935323383,0.5,1,0,0,0,0,0,0,0,1,0,0
0.5,0,0.1529411764705882,1,1,0,0,0,0.0,1,0.608955223880597,0.0,1,0,0,0,1,0,0,0,0,0,0
0.5,0,0.0588235294117647,0,0,0,0,1,0.0,1,0.5124378109452736,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0139303482587064,0.5,1,0,1,0,0,1,0,0,0,0,1
0.0,0,0.0235294117647058,0,0,1,0,1,0.0,0,0.2114427860696517,0.25,1,0,0,1,0,0,0,0,0,0,1
0.5,1,0.2705882352941176,0,0,0,0,1,0.0,1,0.7845771144278606,0.5,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.4941176470588235,0,0,0,0,0,0.0,1,0.6144278606965173,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.2117647058823529,1,0,0,0,1,0.0,1,0.6611940298507463,0.0,1,0,1,0,1,0,0,0,0,0,0
0.0,0,0.2705882352941176,0,0,0,0,1,0.0,1,0.7094527363184079,0.0,1,0,0,0,1,0,0,0,0,0,1
0.25,1,0.8117647058823529,0,0,0,1,1,0.0,1,0.7199004975124377,0.25,1,0,0,0,0,0,0,0,0,0,0
0.25,1,0.0470588235294117,1,0,0,0,1,0.0,1,0.7144278606965173,0.25,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0.2588235294117647,0,1,0,0,1,0.0,1,0.8039800995024875,0.25,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.2823529411764706,0,0,0,0,1,0.0,0,0.5124378109452736,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1529411764705882,0,1,0,0,0,0.0,1,0.3064676616915422,0.0,1,1,0,1,0,0,0,0,0,0,1
0.0,1,0.3411764705882353,0,0,1,0,1,0.0,1,0.7940298507462686,0.0,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.6941176470588235,1,1,1,1,1,0.0,1,0.9577114427860696,0.0,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.1647058823529411,0,0,0,0,1,0.0,1,0.6238805970149254,0.5,1,0,0,0,1,0,0,0,0,0,1
0.25,0,0.0470588235294117,0,0,0,0,0,0.5,1,0.7179104477611941,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.611764705882353,0,1,1,0,1,0.0,1,0.3771144278606965,0.0,1,0,1,0,0,0,0,0,0,0,1
0.0,0,0.2117647058823529,1,0,1,1,1,0.0,1,0.7577114427860697,0.0,1,0,0,0,1,0,0,0,0,0,1
0.5,1,0.3411764705882353,0,0,1,0,1,0.0,1,0.6039800995024875,0.5,1,1,0,0,1,0,0,0,0,0,0
0.25,0,0.5647058823529412,0,0,0,0,1,0.5,1,0.2646766169154229,0.5,1,1,0,1,0,0,0,0,0,0,0
0.0,0,0.8352941176470589,0,0,1,0,0,0.0,0,0.5611940298507463,0.5,1,0,1,0,1,0,0,0,0,0,1
0.0,1,0.3529411764705882,1,0,0,0,1,0.0,1,0.4621890547263682,0.0,1,0,0,1,0,0,0,0,0,1,0
0.0,0,0.3058823529411765,0,0,0,0,1,0.0,1,0.172139303482587,0.0,1,0,0,1,0,0,0,0,0,0,0
0.0,1,0.2941176470588235,0,0,0,0,1,0.0,1,0.7651741293532338,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.1294117647058823,0,0,1,0,1,0.0,1,0.7800995024875622,0.0,1,0,1,0,1,0,0,0,0,1,0
0.0,0,0.0705882352941176,0,1,0,0,0,0.0,1,0.1303482587064676,0.25,1,0,1,1,0,0,0,0,0,0,1
0.0,1,0.0705882352941176,0,1,0,0,1,0.0,1,0.7114427860696517,0.5,1,0,0,0,1,0,0,0,0,1,0
1.0,0,0.3411764705882353,0,1,0,0,1,0.5,1,0.7577114427860697,0.25,1,0,0,0,0,0,0,1,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.0159203980099502,0.25,1,0,0,0,0,1,0,0,0,0,1
0.0,1,0.1176470588235294,0,1,1,1,1,0.0,1,0.9119402985074626,0.0,1,1,0,0,1,0,0,0,0,0,1
0.0,0,0.1411764705882353,0,0,1,1,1,0.0,1,0.8268656716417909,0.25,1,0,0,0,1,0,0,0,0,1,0
0.0,1,0.6941176470588235,0,0,0,0,0,0.0,1,0.4169154228855721,0.5,1,0,0,0,0,0,0,0,0,0,1
0.0,1,0.3176470588235294,0,0,1,0,1,0.0,1,0.718407960199005,0.25,1,0,0,0,1,0,0,0,0,0,1
0.75,0,0.1058823529411764,0,1,0,0,1,0.5,1,0.7562189054726368,0.5,1,0,0,0,1,0,0,1,0,0,0
0.0,1,0.8941176470588235,0,0,0,0,1,0.0,1,0.5636815920398011,0.5,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.0352941176470588,0,0,0,0,1,0.0,1,0.6169154228855721,0.25,1,0,0,0,1,0,0,0,0,0,1
0.25,0,0.1294117647058823,0,0,0,0,1,0.0,1,0.5049751243781094,0.25,1,0,0,0,1,0,0,0,0,1,0
0.0,1,0.1411764705882353,0,0,0,1,1,0.0,1,0.4786069651741292,0.0,1,0,0,1,0,0,0,0,0,1,0
0.25,1,0.1294117647058823,0,0,0,0,0,0.0,1,0.6741293532338308,0.0,1,0,0,0,1,0,0,0,0,1,0
0.0,0,0.1647058823529411,0,0,0,0,1,0.0,1,0.617412935323383,0.0,1,0,0,0,1,0,0,0,0,0,1
0.25,1,0.0588235294117647,0,1,0,0,1,0.0,1,0.7194029850746269,0.25,1,1,0,0,1,0,0,0,0,0,0
0.0,1,0.611764705882353,0,0,0,0,1,0.0,1,0.5736318407960199,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0705882352941176,0,0,0,0,1,0.0,1,0.2746268656716418,0.25,1,1,0,1,0,0,0,0,0,0,0
0.25,0,0.3411764705882353,0,0,0,1,1,0.0,1,0.3154228855721393,0.0,1,0,0,1,0,0,0,0,0,1,0
0.5,0,0.1411764705882353,0,0,0,0,1,0.0,0,0.5975124378109452,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.2705882352941176,0,0,0,0,0,0.0,1,0.5840796019900497,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3294117647058823,0,0,0,0,1,0.0,0,0.2691542288557213,0.5,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0114427860696517,0.0,1,0,0,0,0,1,0,0,0,1,0
0.0,1,0.0352941176470588,0,0,0,1,1,0.0,0,0.7154228855721393,0.0,1,0,0,0,0,0,0,0,0,1,0
0.0,0,0.8588235294117647,0,0,0,0,1,0.0,0,0.2666666666666666,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.3058823529411765,0,1,0,0,1,0.0,0,0.572636815920398,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.188235294117647,0,0,0,0,0,0.0,1,0.6074626865671642,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2117647058823529,0,0,0,1,1,0.0,1,0.1258706467661691,0.25,1,0,0,1,0,0,0,0,0,0,0
1.0,1,0.3058823529411765,1,1,1,0,1,0.5,1,0.9144278606965174,0.0,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.4941176470588235,1,0,0,0,1,0.0,0,0.5646766169154228,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1176470588235294,0,0,0,0,0,0.0,0,0.2636815920398009,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,0,0,0,1,0.0,1,0.2567164179104477,0.0,1,0,0,1,0,0,0,0,0,1,0
1.0,1,0.611764705882353,1,1,1,1,1,0.5,0,0.9681592039800994,0.0,1,1,0,0,1,0,1,0,0,0,0
0.25,1,0.8352941176470589,0,0,0,0,1,0.0,1,0.6661691542288557,0.5,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.188235294117647,0,0,0,0,1,0.0,1,0.7900497512437811,0.25,1,0,0,0,1,0,0,0,0,0,0
0.75,1,0.2352941176470588,0,1,1,1,0,0.0,1,0.908457711442786,0.25,1,0,0,0,1,0,0,1,0,0,0
0.5,1,0.3529411764705882,0,1,1,1,1,0.5,1,0.7094527363184079,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,1,0.0119402985074626,0.25,1,1,0,0,0,1,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0208955223880596,0.0,1,1,0,0,0,1,0,0,0,0,1
1.0,1,0.0588235294117647,0,0,1,0,1,0.5,1,0.808457711442786,0.5,1,0,0,0,1,0,0,1,0,0,0
0.0,0,0.0352941176470588,0,0,0,0,0,0.0,1,0.2661691542288557,0.0,1,1,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0189054726368158,0.25,1,1,0,0,0,1,0,0,0,0,1
1.0,1,0.6,0,1,1,0,1,0.0,1,0.86318407960199,0.0,1,1,0,0,1,0,1,0,0,0,0
0.0,0,0.2,0,0,0,0,1,0.0,1,0.3626865671641791,0.0,1,1,0,1,0,0,0,0,0,0,1
0.0,1,0.2235294117647058,0,0,1,0,1,0.0,1,0.6865671641791045,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.0470588235294117,0,0,0,0,1,0.0,1,0.6139303482587065,0.0,1,0,0,0,1,0,0,0,0,0,0
0.25,1,0.2705882352941176,0,0,0,1,1,0.0,1,0.6975124378109452,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.3058823529411765,0,0,0,0,0,0.0,1,0.7611940298507462,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0,1,0.6823529411764706,0,1,0,0,1,0.0,0,0.5990049751243781,0.0,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.1764705882352941,0,0,0,0,1,0.0,1,0.5169154228855721,0.0,1,0,0,0,1,0,0,0,0,0,0
1.0,0,0.8117647058823529,0,1,0,0,1,0.0,1,0.226865671641791,0.25,1,0,0,1,0,0,0,1,0,0,0
0.0,1,0.3411764705882353,0,0,0,0,1,0.0,1,0.6701492537313432,0.25,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.2588235294117647,0,0,1,0,0,0.5,1,0.5149253731343283,0.25,1,1,0,1,0,0,0,0,0,0,0
0.0,1,0.0470588235294117,0,0,0,0,1,0.0,1,0.3154228855721393,0.25,1,0,0,0,0,0,0,0,0,0,0
0.25,0,0.611764705882353,0,0,0,0,1,0.0,1,0.5074626865671642,0.0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.3411764705882353,0,0,1,0,1,0.5,1,0.5447761194029851,0.25,1,0,0,1,0,0,0,0,0,0,0
1.0,1,0.2117647058823529,0,0,1,0,1,0.5,1,0.8139303482587064,0.0,1,1,0,0,1,0,0,0,0,0,0
0.25,0,1.0,0,0,0,0,0,0.0,1,0.1666666666666666,0.25,1,0,0,1,0,0,0,0,0,0,0
0.0,1,0.611764705882353,0,0,0,0,1,0.0,0,0.5746268656716418,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3294117647058823,0,0,1,0,1,0.0,1,0.6572139303482587,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.3411764705882353,0,0,1,0,1,0.0,1,0.8243781094527362,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.1058823529411764,0,0,0,0,1,0.0,1,0.3203980099502488,0.5,1,0,0,0,0,0,0,0,0,0,0
0.0,1,0.4941176470588235,0,0,0,1,0,0.0,1,0.8129353233830846,0.0,1,1,0,0,1,0,0,0,0,0,0
0.0,1,0.0823529411764705,0,0,1,0,1,0.0,1,0.7278606965174129,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.8941176470588235,0,0,0,1,1,0.0,0,0.6223880597014925,0.25,1,1,0,0,1,0,0,0,0,0,0
0.25,1,0.3058823529411765,0,1,0,0,1,0.0,1,0.8134328358208955,0.0,1,0,0,0,0,0,0,0,0,0,0
0.0,0,0.0,0,0,0,0,0,0.0,0,0.0228855721393034,0.25,1,0,0,0,0,1,0,0,0,0,0
0.0,1,0.3176470588235294,0,1,1,0,1,0.0,1,0.6671641791044776,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.4941176470588235,0,0,0,0,0,0.0,0,0.518905472636816,0.0,1,0,0,0,1,0,0,0,0,0,0
0.5,1,0.4941176470588235,0,0,0,1,1,0.0,0,0.8014925373134327,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,1,0.2470588235294117,0,0,0,0,1,0.0,1,0.5587064676616916,0.0,1,1,0,0,1,0,0,0,0,0,0
0.25,1,0.2117647058823529,0,0,1,0,1,0.0,1,0.8009950248756219,0.0,1,0,0,0,1,0,0,0,0,0,0
1.0,1,0.2470588235294117,1,1,0,0,1,0.5,1,0.873134328358209,0.0,1,0,0,0,0,0,0,0,0,0,0
0.5,1,0.5647058823529412,0,1,1,0,1,0.0,1,0.8601990049751244,0.0,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.3529411764705882,0,1,0,1,1,0.0,1,0.3661691542288556,0.0,1,1,0,1,0,0,0,0,0,0,1
0.0,0,0.0,0,0,0,0,0,0.5,1,0.0149253731343283,0.5,1,1,0,0,0,1,0,0,0,0,1
0.25,0,0.0823529411764705,0,0,1,0,1,0.0,1,0.5810945273631841,0.25,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.2470588235294117,1,1,0,0,1,0.0,1,0.2422885572139303,0.25,1,0,0,1,0,0,0,0,0,0,1
0.25,0,0.2235294117647058,1,1,1,0,1,0.0,1,0.5034825870646765,0.0,1,0,0,1,0,0,0,0,0,0,0
0.0,0,0.0823529411764705,0,0,1,1,1,0.0,0,0.7139303482587065,0.25,1,1,0,0,1,0,0,0,0,0,0
0.0,0,0.2352941176470588,0,0,1,0,1,0.0,0,0.5681592039800994,0.25,1,0,0,0,0,0,0,0,0,1,0
0.0,1,0.0705882352941176,0,1,0,0,1,0.0,0,0.8218905472636816,0.25,1,0,0,0,1,0,0,0,0,0,1
0.0,0,0.1176470588235294,0,0,0,0,1,0.0,0,0.5144278606965175,0.25,1,0,0,0,1,0,0,0,0,0,1
1.0,1,0.2470588235294117,0,1,1,0,0,0.5,1,0.8880597014925372,0.5,1,0,0,0,1,0,0,0,0,0,0
0.0,0,0.1411764705882353,0,0,0,0,1,0.0,1,0.2746268656716418,0.25,1,1,0,0,0,0,0,0,0,0,1
0.75,0,0.1294117647058823,1,1,1,0,1,0.5,1,0.8741293532338307,0.5,1,0,0,0,1,0,0,0,0,0,0
